adres_id,kod_poczt,miasto,wojewodztwo,ulica,nr_domu,nr_mieszkania
14837,25-900,Kielce,Swietokrzyskie,Akacjowa,75,16
14838,25-900,Kielce,Swietokrzyskie,Koscielna,59,16
14839,15-102,Bialystok,Podlaskie,Kolejowa,2,19
14840,15-102,Bialystok,Podlaskie,Akacjowa,87,9
14841,60-967,Poznan,Wielkopolskie,Kolejowa,83,18
14842,15-102,Bialystok,Podlaskie,Krotka,65,34
14843,65-751,Zielona Gora,Lubuskie,Sloneczna,82,35
14844,65-751,Zielona Gora,Lubuskie,Ogrodowa,14,39
14845,20-218,Lublin,Lubelskie,Ogrodowa,77,28
14846,25-900,Kielce,Swietokrzyskie,Sosnowa,15,41
14847,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,85,8
14848,90-001,Lodz,Lodzkie,Koscielna,8,17
14849,51-416,Wroclaw,Dolnoslaskie,Kolejowa,73,37
14850,85-461,Bydgoszcz,Kujawsko-Pomorskie,Krotka,0,46
14851,80-761,Gdansk,Pomorskie,Sosnowa,67,26
14852,40-203,Katowice,Slaskie,Sosnowa,83,10
14853,80-761,Gdansk,Pomorskie,Koscielna,21,4
14854,10-900,Olsztyn,Warminsko-Mazurskie,Polna,2,47
14855,40-203,Katowice,Slaskie,Brzozowa,24,14
14856,60-967,Poznan,Wielkopolskie,Krotka,70,27
14857,20-218,Lublin,Lubelskie,Krotka,20,32
14858,31-403,Krakow,Malopolskie,Sloneczna,52,33
14859,01-464,Warszawa,Mazowieckie,Sloneczna,14,39
14860,45-309,Opole,Opolskie,Akacjowa,82,34
14861,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,51,1
14862,45-309,Opole,Opolskie,Brzozowa,84,36
14863,45-309,Opole,Opolskie,Szkolna,64,47
14864,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,92,49
14865,71-004,Szczecin,Zachodnio-Pomorskie,Krotka,40,30
14866,65-751,Zielona Gora,Lubuskie,Krotka,70,25
14867,25-900,Kielce,Swietokrzyskie,Lipowa,74,10
14868,45-309,Opole,Opolskie,Sloneczna,63,37
14869,25-900,Kielce,Swietokrzyskie,Koscielna,97,47
14870,65-751,Zielona Gora,Lubuskie,Polna,54,2
14871,25-900,Kielce,Swietokrzyskie,Krotka,58,45
14872,25-900,Kielce,Swietokrzyskie,Lesna,62,17
14873,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sloneczna,60,41
14874,31-403,Krakow,Malopolskie,Sloneczna,13,36
14875,85-461,Bydgoszcz,Kujawsko-Pomorskie,Akacjowa,65,6
14876,40-203,Katowice,Slaskie,Parkowa,3,40
14877,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,5,4
14878,90-001,Lodz,Lodzkie,Krotka,55,4
14879,51-416,Wroclaw,Dolnoslaskie,Krotka,1,21
14880,25-900,Kielce,Swietokrzyskie,Kolejowa,0,14
14881,01-464,Warszawa,Mazowieckie,Kolejowa,25,13
14882,10-900,Olsztyn,Warminsko-Mazurskie,Polna,57,26
14883,90-001,Lodz,Lodzkie,Brzozowa,61,24
14884,25-900,Kielce,Swietokrzyskie,Lesna,77,44
14885,45-309,Opole,Opolskie,Krotka,80,42
14886,51-416,Wroclaw,Dolnoslaskie,Sosnowa,71,3
14887,85-461,Bydgoszcz,Kujawsko-Pomorskie,Polna,20,41
14888,51-416,Wroclaw,Dolnoslaskie,Krotka,15,20
14889,25-900,Kielce,Swietokrzyskie,Koscielna,31,7
14890,90-001,Lodz,Lodzkie,Sosnowa,86,1
14891,51-416,Wroclaw,Dolnoslaskie,Szkolna,58,39
14892,35-085,Rzeszow,Podkarpackie,Lipowa,74,41
14893,60-967,Poznan,Wielkopolskie,Lipowa,90,4
14894,35-085,Rzeszow,Podkarpackie,Koscielna,75,38
14895,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,70,46
14896,20-218,Lublin,Lubelskie,Akacjowa,42,41
14897,20-218,Lublin,Lubelskie,Lesna,30,39
14898,40-203,Katowice,Slaskie,Lakowa,85,33
14899,35-085,Rzeszow,Podkarpackie,Akacjowa,22,3
14900,45-309,Opole,Opolskie,Lakowa,84,24
14901,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,95,41
14902,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,26,41
14903,20-218,Lublin,Lubelskie,Brzozowa,20,44
14904,35-085,Rzeszow,Podkarpackie,Sosnowa,69,14
14905,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,54,31
14906,35-085,Rzeszow,Podkarpackie,Lakowa,69,14
14907,80-761,Gdansk,Pomorskie,Zielona,84,45
14908,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,21,26
14909,01-464,Warszawa,Mazowieckie,Szkolna,39,32
14910,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,84,45
14911,45-309,Opole,Opolskie,Sosnowa,62,43
14912,65-751,Zielona Gora,Lubuskie,Krotka,29,22
14913,40-203,Katowice,Slaskie,Koscielna,46,32
14914,10-900,Olsztyn,Warminsko-Mazurskie,Brzozowa,82,44
14915,20-218,Lublin,Lubelskie,Kolejowa,43,4
14916,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,72,45
14917,40-203,Katowice,Slaskie,Kolejowa,81,25
14918,60-967,Poznan,Wielkopolskie,Ogrodowa,45,41
14919,40-203,Katowice,Slaskie,Brzozowa,19,24
14920,51-416,Wroclaw,Dolnoslaskie,Brzozowa,45,4
14921,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kolejowa,27,8
14922,90-001,Lodz,Lodzkie,Sloneczna,17,43
14923,65-751,Zielona Gora,Lubuskie,Lakowa,80,12
14924,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,18,15
14925,01-464,Warszawa,Mazowieckie,Sosnowa,94,5
14926,71-004,Szczecin,Zachodnio-Pomorskie,Sosnowa,14,27
14927,45-309,Opole,Opolskie,Sosnowa,93,31
14928,25-900,Kielce,Swietokrzyskie,Akacjowa,97,24
14929,15-102,Bialystok,Podlaskie,Lipowa,25,31
14930,60-967,Poznan,Wielkopolskie,Zielona,53,49
14931,15-102,Bialystok,Podlaskie,Zielona,42,39
14932,85-461,Bydgoszcz,Kujawsko-Pomorskie,Sosnowa,90,1
14933,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,26,45
14934,01-464,Warszawa,Mazowieckie,Krotka,46,42
14935,01-464,Warszawa,Mazowieckie,Sloneczna,34,12
14936,31-403,Krakow,Malopolskie,Koscielna,17,22
14937,71-004,Szczecin,Zachodnio-Pomorskie,Ogrodowa,12,9
14938,35-085,Rzeszow,Podkarpackie,Kolejowa,18,48
14939,10-900,Olsztyn,Warminsko-Mazurskie,Szkolna,63,9
14940,15-102,Bialystok,Podlaskie,Sloneczna,4,41
14941,35-085,Rzeszow,Podkarpackie,Szkolna,92,29
14942,65-751,Zielona Gora,Lubuskie,Ogrodowa,61,1
14943,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,71,37
14944,25-900,Kielce,Swietokrzyskie,Lakowa,22,30
14945,35-085,Rzeszow,Podkarpackie,Parkowa,79,1
14946,35-085,Rzeszow,Podkarpackie,Lipowa,84,32
14947,20-218,Lublin,Lubelskie,Kwiatowa,1,38
14948,60-967,Poznan,Wielkopolskie,Sosnowa,16,26
14949,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,66,10
14950,80-761,Gdansk,Pomorskie,Polna,95,27
14951,85-461,Bydgoszcz,Kujawsko-Pomorskie,Kwiatowa,55,41
14952,60-967,Poznan,Wielkopolskie,Polna,95,29
14953,80-761,Gdansk,Pomorskie,Lesna,24,23
14954,01-464,Warszawa,Mazowieckie,Lipowa,68,27
14955,20-218,Lublin,Lubelskie,Kolejowa,1,43
14956,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,19,6
14957,51-416,Wroclaw,Dolnoslaskie,Polna,22,35
14958,31-403,Krakow,Malopolskie,Ogrodowa,29,10
14959,40-203,Katowice,Slaskie,Brzozowa,20,22
14960,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,4,13
14961,45-309,Opole,Opolskie,Lesna,41,47
14962,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,9,29
14963,71-004,Szczecin,Zachodnio-Pomorskie,Lesna,43,13
14964,51-416,Wroclaw,Dolnoslaskie,Sloneczna,99,41
14965,25-900,Kielce,Swietokrzyskie,Akacjowa,93,5
14966,60-967,Poznan,Wielkopolskie,Lipowa,66,30
14967,90-001,Lodz,Lodzkie,Brzozowa,92,50
14968,31-403,Krakow,Malopolskie,Sloneczna,61,39
14969,65-751,Zielona Gora,Lubuskie,Krotka,59,42
14970,31-403,Krakow,Malopolskie,Lakowa,23,37
14971,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,95,30
14972,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,47,40
14973,01-464,Warszawa,Mazowieckie,Sloneczna,86,12
14974,31-403,Krakow,Malopolskie,Krotka,23,5
14975,60-967,Poznan,Wielkopolskie,Akacjowa,80,20
14976,60-967,Poznan,Wielkopolskie,Zielona,75,49
14977,51-416,Wroclaw,Dolnoslaskie,Lipowa,21,48
14978,90-001,Lodz,Lodzkie,Polna,78,1
14979,60-967,Poznan,Wielkopolskie,Sloneczna,24,21
14980,25-900,Kielce,Swietokrzyskie,Polna,60,30
14981,35-085,Rzeszow,Podkarpackie,Ogrodowa,31,4
14982,60-967,Poznan,Wielkopolskie,Zielona,82,48
14983,15-102,Bialystok,Podlaskie,Parkowa,16,50
14984,20-218,Lublin,Lubelskie,Sosnowa,37,8
14985,45-309,Opole,Opolskie,Kwiatowa,57,41
14986,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,95,15
14987,90-001,Lodz,Lodzkie,Lipowa,88,21
14988,40-203,Katowice,Slaskie,Akacjowa,72,25
14989,45-309,Opole,Opolskie,Koscielna,30,24
14990,31-403,Krakow,Malopolskie,Lipowa,53,49
14991,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,60,33
14992,01-464,Warszawa,Mazowieckie,Zielona,56,29
14993,35-085,Rzeszow,Podkarpackie,Parkowa,97,50
14994,60-967,Poznan,Wielkopolskie,Kwiatowa,1,24
14995,31-403,Krakow,Malopolskie,Lesna,1,21
14996,51-416,Wroclaw,Dolnoslaskie,Parkowa,58,6
14997,20-218,Lublin,Lubelskie,Sosnowa,60,18
14998,60-967,Poznan,Wielkopolskie,Polna,87,20
14999,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lipowa,71,9
15000,25-900,Kielce,Swietokrzyskie,Krotka,82,18
15001,20-218,Lublin,Lubelskie,Lakowa,90,41
15002,40-203,Katowice,Slaskie,Sosnowa,85,33
15003,65-751,Zielona Gora,Lubuskie,Brzozowa,75,19
15004,25-900,Kielce,Swietokrzyskie,Sloneczna,10,26
15005,35-085,Rzeszow,Podkarpackie,Kwiatowa,85,6
15006,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,13,14
15007,51-416,Wroclaw,Dolnoslaskie,Lakowa,42,39
15008,71-004,Szczecin,Zachodnio-Pomorskie,Zielona,73,36
15009,35-085,Rzeszow,Podkarpackie,Kolejowa,3,22
15010,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,49,27
15011,31-403,Krakow,Malopolskie,Parkowa,88,13
15012,25-900,Kielce,Swietokrzyskie,Kolejowa,65,21
15013,80-761,Gdansk,Pomorskie,Zielona,73,27
15014,80-761,Gdansk,Pomorskie,Lakowa,22,6
15015,90-001,Lodz,Lodzkie,Akacjowa,45,38
15016,90-001,Lodz,Lodzkie,Brzozowa,44,48
15017,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,70,4
15018,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,51,36
15019,45-309,Opole,Opolskie,Zielona,78,1
15020,25-900,Kielce,Swietokrzyskie,Brzozowa,25,10
15021,01-464,Warszawa,Mazowieckie,Sloneczna,67,13
15022,65-751,Zielona Gora,Lubuskie,Lakowa,66,3
15023,80-761,Gdansk,Pomorskie,Kolejowa,80,23
15024,15-102,Bialystok,Podlaskie,Kolejowa,12,35
15025,01-464,Warszawa,Mazowieckie,Polna,37,29
15026,80-761,Gdansk,Pomorskie,Parkowa,6,13
15027,20-218,Lublin,Lubelskie,Krotka,54,8
15028,51-416,Wroclaw,Dolnoslaskie,Sloneczna,5,4
15029,40-203,Katowice,Slaskie,Kwiatowa,24,50
15030,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,17,3
15031,60-967,Poznan,Wielkopolskie,Kwiatowa,10,6
15032,25-900,Kielce,Swietokrzyskie,Krotka,36,39
15033,31-403,Krakow,Malopolskie,Szkolna,1,25
15034,40-203,Katowice,Slaskie,Brzozowa,15,25
15035,90-001,Lodz,Lodzkie,Lipowa,92,28
15036,65-751,Zielona Gora,Lubuskie,Sosnowa,42,30
15037,71-004,Szczecin,Zachodnio-Pomorskie,Ogrodowa,92,46
15038,80-761,Gdansk,Pomorskie,Sloneczna,84,39
15039,65-751,Zielona Gora,Lubuskie,Parkowa,29,11
15040,20-218,Lublin,Lubelskie,Lakowa,44,27
15041,10-900,Olsztyn,Warminsko-Mazurskie,Lipowa,34,8
15042,35-085,Rzeszow,Podkarpackie,Brzozowa,64,28
15043,80-761,Gdansk,Pomorskie,Sloneczna,52,3
15044,80-761,Gdansk,Pomorskie,Kwiatowa,10,1
15045,40-203,Katowice,Slaskie,Lakowa,63,9
15046,80-761,Gdansk,Pomorskie,Sloneczna,94,42
15047,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,19,43
15048,51-416,Wroclaw,Dolnoslaskie,Akacjowa,0,32
15049,31-403,Krakow,Malopolskie,Brzozowa,12,9
15050,20-218,Lublin,Lubelskie,Koscielna,55,21
15051,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,74,48
15052,15-102,Bialystok,Podlaskie,Krotka,40,25
15053,20-218,Lublin,Lubelskie,Akacjowa,9,12
15054,31-403,Krakow,Malopolskie,Lakowa,19,4
15055,25-900,Kielce,Swietokrzyskie,Brzozowa,53,14
15056,45-309,Opole,Opolskie,Parkowa,61,16
15057,60-967,Poznan,Wielkopolskie,Lesna,34,15
15058,40-203,Katowice,Slaskie,Akacjowa,40,41
15059,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,89,23
15060,90-001,Lodz,Lodzkie,Zielona,80,36
15061,60-967,Poznan,Wielkopolskie,Szkolna,57,24
15062,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,35,30
15063,10-900,Olsztyn,Warminsko-Mazurskie,Parkowa,14,32
15064,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,74,10
15065,01-464,Warszawa,Mazowieckie,Krotka,38,29
15066,80-761,Gdansk,Pomorskie,Ogrodowa,41,22
15067,20-218,Lublin,Lubelskie,Brzozowa,18,10
15068,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,34,41
15069,45-309,Opole,Opolskie,Kolejowa,84,39
15070,71-004,Szczecin,Zachodnio-Pomorskie,Lipowa,67,45
15071,80-761,Gdansk,Pomorskie,Lakowa,88,44
15072,25-900,Kielce,Swietokrzyskie,Lakowa,27,29
15073,90-001,Lodz,Lodzkie,Sosnowa,94,31
15074,15-102,Bialystok,Podlaskie,Szkolna,44,49
15075,20-218,Lublin,Lubelskie,Kwiatowa,37,20
15076,40-203,Katowice,Slaskie,Polna,15,19
15077,80-761,Gdansk,Pomorskie,Lakowa,98,5
15078,45-309,Opole,Opolskie,Krotka,62,26
15079,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,1,46
15080,31-403,Krakow,Malopolskie,Kwiatowa,68,9
15081,80-761,Gdansk,Pomorskie,Krotka,18,27
15082,40-203,Katowice,Slaskie,Akacjowa,4,39
15083,01-464,Warszawa,Mazowieckie,Sosnowa,25,7
15084,35-085,Rzeszow,Podkarpackie,Lesna,54,35
15085,60-967,Poznan,Wielkopolskie,Zielona,55,4
15086,20-218,Lublin,Lubelskie,Lipowa,4,47
15087,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,82,38
15088,65-751,Zielona Gora,Lubuskie,Lipowa,34,15
15089,85-461,Bydgoszcz,Kujawsko-Pomorskie,Brzozowa,20,31
15090,71-004,Szczecin,Zachodnio-Pomorskie,Kolejowa,26,40
15091,90-001,Lodz,Lodzkie,Lakowa,76,35
15092,60-967,Poznan,Wielkopolskie,Akacjowa,0,30
15093,01-464,Warszawa,Mazowieckie,Zielona,2,4
15094,10-900,Olsztyn,Warminsko-Mazurskie,Kolejowa,18,45
15095,35-085,Rzeszow,Podkarpackie,Ogrodowa,35,2
15096,20-218,Lublin,Lubelskie,Parkowa,60,38
15097,40-203,Katowice,Slaskie,Krotka,22,4
15098,35-085,Rzeszow,Podkarpackie,Zielona,81,35
15099,35-085,Rzeszow,Podkarpackie,Brzozowa,48,19
15100,35-085,Rzeszow,Podkarpackie,Krotka,39,42
15101,90-001,Lodz,Lodzkie,Sloneczna,0,26
15102,45-309,Opole,Opolskie,Lipowa,39,14
15103,80-761,Gdansk,Pomorskie,Koscielna,23,36
15104,60-967,Poznan,Wielkopolskie,Ogrodowa,86,44
15105,01-464,Warszawa,Mazowieckie,Koscielna,61,17
15106,15-102,Bialystok,Podlaskie,Krotka,17,3
15107,25-900,Kielce,Swietokrzyskie,Polna,26,35
15108,01-464,Warszawa,Mazowieckie,Szkolna,57,23
15109,51-416,Wroclaw,Dolnoslaskie,Ogrodowa,85,50
15110,20-218,Lublin,Lubelskie,Szkolna,83,33
15111,20-218,Lublin,Lubelskie,Ogrodowa,68,37
15112,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,1,16
15113,51-416,Wroclaw,Dolnoslaskie,Akacjowa,53,49
15114,90-001,Lodz,Lodzkie,Ogrodowa,78,27
15115,80-761,Gdansk,Pomorskie,Lakowa,29,13
15116,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,2,40
15117,90-001,Lodz,Lodzkie,Polna,9,10
15118,10-900,Olsztyn,Warminsko-Mazurskie,Sloneczna,58,13
15119,80-761,Gdansk,Pomorskie,Zielona,4,48
15120,90-001,Lodz,Lodzkie,Kolejowa,72,15
15121,15-102,Bialystok,Podlaskie,Sloneczna,74,6
15122,45-309,Opole,Opolskie,Zielona,52,25
15123,90-001,Lodz,Lodzkie,Sosnowa,67,35
15124,01-464,Warszawa,Mazowieckie,Ogrodowa,64,15
15125,90-001,Lodz,Lodzkie,Szkolna,52,29
15126,20-218,Lublin,Lubelskie,Lipowa,85,20
15127,25-900,Kielce,Swietokrzyskie,Ogrodowa,60,25
15128,71-004,Szczecin,Zachodnio-Pomorskie,Lakowa,79,14
15129,31-403,Krakow,Malopolskie,Sloneczna,55,40
15130,85-461,Bydgoszcz,Kujawsko-Pomorskie,Ogrodowa,88,8
15131,40-203,Katowice,Slaskie,Lipowa,86,24
15132,40-203,Katowice,Slaskie,Krotka,89,46
15133,20-218,Lublin,Lubelskie,Parkowa,33,27
15134,25-900,Kielce,Swietokrzyskie,Polna,23,36
15135,80-761,Gdansk,Pomorskie,Sosnowa,83,44
15136,20-218,Lublin,Lubelskie,Lakowa,78,1
15137,80-761,Gdansk,Pomorskie,Szkolna,18,45
15138,51-416,Wroclaw,Dolnoslaskie,Zielona,89,35
15139,40-203,Katowice,Slaskie,Zielona,95,23
15140,85-461,Bydgoszcz,Kujawsko-Pomorskie,Zielona,24,17
15141,60-967,Poznan,Wielkopolskie,Szkolna,33,25
15142,20-218,Lublin,Lubelskie,Sosnowa,76,31
15143,60-967,Poznan,Wielkopolskie,Brzozowa,3,27
15144,20-218,Lublin,Lubelskie,Akacjowa,6,17
15145,71-004,Szczecin,Zachodnio-Pomorskie,Ogrodowa,49,5
15146,35-085,Rzeszow,Podkarpackie,Krotka,68,24
15147,25-900,Kielce,Swietokrzyskie,Polna,62,33
15148,31-403,Krakow,Malopolskie,Kwiatowa,25,7
15149,51-416,Wroclaw,Dolnoslaskie,Kwiatowa,24,35
15150,45-309,Opole,Opolskie,Koscielna,81,13
15151,31-403,Krakow,Malopolskie,Polna,70,36
15152,45-309,Opole,Opolskie,Ogrodowa,34,19
15153,80-761,Gdansk,Pomorskie,Polna,16,23
15154,35-085,Rzeszow,Podkarpackie,Akacjowa,95,16
15155,60-967,Poznan,Wielkopolskie,Koscielna,23,48
15156,20-218,Lublin,Lubelskie,Sosnowa,65,9
15157,51-416,Wroclaw,Dolnoslaskie,Koscielna,50,35
15158,65-751,Zielona Gora,Lubuskie,Lesna,77,26
15159,45-309,Opole,Opolskie,Akacjowa,53,48
15160,40-203,Katowice,Slaskie,Ogrodowa,54,47
15161,15-102,Bialystok,Podlaskie,Lipowa,49,7
15162,01-464,Warszawa,Mazowieckie,Krotka,88,10
15163,31-403,Krakow,Malopolskie,Brzozowa,89,15
15164,20-218,Lublin,Lubelskie,Lakowa,51,20
15165,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,66,16
15166,35-085,Rzeszow,Podkarpackie,Ogrodowa,24,46
15167,25-900,Kielce,Swietokrzyskie,Sloneczna,8,24
15168,45-309,Opole,Opolskie,Ogrodowa,59,46
15169,35-085,Rzeszow,Podkarpackie,Lakowa,74,11
15170,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,55,26
15171,40-203,Katowice,Slaskie,Akacjowa,57,19
15172,90-001,Lodz,Lodzkie,Sloneczna,83,34
15173,01-464,Warszawa,Mazowieckie,Ogrodowa,86,47
15174,85-461,Bydgoszcz,Kujawsko-Pomorskie,Koscielna,30,15
15175,01-464,Warszawa,Mazowieckie,Sloneczna,86,49
15176,25-900,Kielce,Swietokrzyskie,Koscielna,64,40
15177,31-403,Krakow,Malopolskie,Brzozowa,41,14
15178,85-461,Bydgoszcz,Kujawsko-Pomorskie,Szkolna,34,3
15179,35-085,Rzeszow,Podkarpackie,Brzozowa,19,44
15180,20-218,Lublin,Lubelskie,Lesna,86,2
15181,51-416,Wroclaw,Dolnoslaskie,Parkowa,88,37
15182,20-218,Lublin,Lubelskie,Krotka,96,9
15183,40-203,Katowice,Slaskie,Sosnowa,89,25
15184,80-761,Gdansk,Pomorskie,Polna,21,32
15185,90-001,Lodz,Lodzkie,Sloneczna,52,42
15186,90-001,Lodz,Lodzkie,Parkowa,27,32
15187,51-416,Wroclaw,Dolnoslaskie,Lesna,67,34
15188,45-309,Opole,Opolskie,Kwiatowa,62,3
15189,35-085,Rzeszow,Podkarpackie,Ogrodowa,21,11
15190,45-309,Opole,Opolskie,Akacjowa,65,32
15191,90-001,Lodz,Lodzkie,Lipowa,99,28
15192,45-309,Opole,Opolskie,Kolejowa,62,47
15193,15-102,Bialystok,Podlaskie,Sosnowa,15,24
15194,71-004,Szczecin,Zachodnio-Pomorskie,Brzozowa,29,5
15195,85-461,Bydgoszcz,Kujawsko-Pomorskie,Lesna,1,11
15196,65-751,Zielona Gora,Lubuskie,Szkolna,45,27
15197,20-218,Lublin,Lubelskie,Akacjowa,64,12
15198,45-309,Opole,Opolskie,Akacjowa,21,2
15199,45-309,Opole,Opolskie,Akacjowa,9,4
15200,80-761,Gdansk,Pomorskie,Parkowa,8,22
15201,35-085,Rzeszow,Podkarpackie,Lesna,16,34
15202,80-761,Gdansk,Pomorskie,Lakowa,69,11
15203,65-751,Zielona Gora,Lubuskie,Sloneczna,48,29
15204,45-309,Opole,Opolskie,Zielona,51,17
15205,71-004,Szczecin,Zachodnio-Pomorskie,Koscielna,19,45
15206,20-218,Lublin,Lubelskie,Akacjowa,72,29
15207,40-203,Katowice,Slaskie,Ogrodowa,87,14
15208,40-203,Katowice,Slaskie,Sloneczna,86,46
15209,51-416,Wroclaw,Dolnoslaskie,Zielona,13,46
15210,20-218,Lublin,Lubelskie,Kwiatowa,65,5
15211,60-967,Poznan,Wielkopolskie,Lipowa,53,19
15212,25-900,Kielce,Swietokrzyskie,Lesna,30,26
15213,90-001,Lodz,Lodzkie,Lakowa,64,32
15214,35-085,Rzeszow,Podkarpackie,Brzozowa,23,12
15215,15-102,Bialystok,Podlaskie,Sloneczna,12,37
15216,10-900,Olsztyn,Warminsko-Mazurskie,Lakowa,72,1
15217,35-085,Rzeszow,Podkarpackie,Akacjowa,43,47
15218,15-102,Bialystok,Podlaskie,Sloneczna,27,10
15219,31-403,Krakow,Malopolskie,Sosnowa,8,2
15220,40-203,Katowice,Slaskie,Sosnowa,44,42
15221,60-967,Poznan,Wielkopolskie,Sosnowa,56,47
15222,35-085,Rzeszow,Podkarpackie,Parkowa,9,27
15223,60-967,Poznan,Wielkopolskie,Lakowa,29,26
15224,35-085,Rzeszow,Podkarpackie,Krotka,91,6
15225,10-900,Olsztyn,Warminsko-Mazurskie,Koscielna,2,11
15226,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,98,38
15227,10-900,Olsztyn,Warminsko-Mazurskie,Akacjowa,97,18
15228,90-001,Lodz,Lodzkie,Lipowa,12,2
15229,80-761,Gdansk,Pomorskie,Kolejowa,14,1
15230,60-967,Poznan,Wielkopolskie,Koscielna,95,14
15231,71-004,Szczecin,Zachodnio-Pomorskie,Sloneczna,14,43
15232,65-751,Zielona Gora,Lubuskie,Krotka,78,47
15233,20-218,Lublin,Lubelskie,Lesna,90,16
15234,10-900,Olsztyn,Warminsko-Mazurskie,Ogrodowa,95,17
15235,40-203,Katowice,Slaskie,Szkolna,63,30
15236,25-900,Kielce,Swietokrzyskie,Lakowa,47,5
15237,35-085,Rzeszow,Podkarpackie,Krotka,24,10
15238,90-001,Lodz,Lodzkie,Brzozowa,35,18
15239,65-751,Zielona Gora,Lubuskie,Sosnowa,39,28
15240,10-900,Olsztyn,Warminsko-Mazurskie,Zielona,33,27
15241,01-464,Warszawa,Mazowieckie,Akacjowa,34,26
15242,45-309,Opole,Opolskie,Krotka,53,21
15243,90-001,Lodz,Lodzkie,Parkowa,15,9
15244,20-218,Lublin,Lubelskie,Sloneczna,55,49
15245,71-004,Szczecin,Zachodnio-Pomorskie,Parkowa,80,47
15246,65-751,Zielona Gora,Lubuskie,Parkowa,87,48
15247,35-085,Rzeszow,Podkarpackie,Lesna,76,45
15248,25-900,Kielce,Swietokrzyskie,Kolejowa,4,43
15249,80-761,Gdansk,Pomorskie,Sosnowa,19,49
15250,10-900,Olsztyn,Warminsko-Mazurskie,Kwiatowa,8,49
15251,15-102,Bialystok,Podlaskie,Zielona,41,16
15252,45-309,Opole,Opolskie,Lesna,30,3
15253,40-203,Katowice,Slaskie,Kolejowa,19,10
15254,15-102,Bialystok,Podlaskie,Akacjowa,38,6
15255,01-464,Warszawa,Mazowieckie,Szkolna,24,24
15256,10-900,Olsztyn,Warminsko-Mazurskie,Lesna,60,33
15257,31-403,Krakow,Malopolskie,Ogrodowa,93,4
15258,90-001,Lodz,Lodzkie,Polna,40,29
15259,65-751,Zielona Gora,Lubuskie,Parkowa,65,33
15260,40-203,Katowice,Slaskie,Lesna,72,40
15261,51-416,Wroclaw,Dolnoslaskie,Sloneczna,57,31
15262,15-102,Bialystok,Podlaskie,Sloneczna,41,37
15263,15-102,Bialystok,Podlaskie,Lesna,4,24
15264,90-001,Lodz,Lodzkie,Szkolna,76,6
15265,35-085,Rzeszow,Podkarpackie,Lipowa,96,38
15266,25-900,Kielce,Swietokrzyskie,Lakowa,38,49
15267,80-761,Gdansk,Pomorskie,Lesna,7,36
15268,65-751,Zielona Gora,Lubuskie,Lesna,67,17
15269,80-761,Gdansk,Pomorskie,Zielona,94,3
15270,90-001,Lodz,Lodzkie,Zielona,11,38
15271,45-309,Opole,Opolskie,Parkowa,52,40
15272,60-967,Poznan,Wielkopolskie,Sloneczna,76,31
15273,01-464,Warszawa,Mazowieckie,Krotka,43,47
